Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,cum_return
2005-09-27,19.844707657998736,20.174667539338127,18.006362830199322,18.19491004943848,961200,0.0,0,,
2005-09-28,18.19490998147358,19.354483377171228,18.10063727127449,19.32620048522949,5747900,0.0,0,0.062176203823877785,1.0621762038238778
2005-09-29,19.231930186831296,19.401623979354923,18.94910839804997,19.05280876159668,1078200,0.0,0,-0.014146170316392759,1.0471504783385657
2005-09-30,19.099939400315385,19.844704109696405,19.024520166477604,19.806995391845703,3123300,0.0,0,0.03958401302852432,1.0886008965159448
2005-10-03,19.70329662999101,20.50462724996168,19.70329662999101,20.26894187927246,1057900,0.0,0,0.02332239081637466,1.1139896720675455
2005-10-04,20.21238004313594,21.21168561764442,20.21238004313594,20.89115333557129,1768800,0.0,0,0.030697776924167863,1.148186678516502
2005-10-05,20.83458711022192,21.032561958321065,20.50462723192001,20.928861618041992,904300,0.0,0,0.0018049880667190266,1.15025914176959
2005-10-06,21.30595509701081,21.683051281408005,21.117406105743985,21.28709983825684,1614200,0.0,0,0.017116947245043868,1.1699480668173894
2005-10-07,20.9759940795553,21.305953896613776,20.551759772174925,20.8817195892334,753400,0.0,0,-0.019043470087686587,1.1476681958028057
2005-10-10,21.00428115005172,21.01370878077548,20.834587393297326,20.93828773498535,538700,0.0,0,0.0027089792825836234,1.1507772051685157
2005-10-11,20.98542091632348,21.02312963214715,20.55175899646549,20.72145271301269,764600,0.0,0,-0.010355909934810725,1.1388598600767572
2005-10-12,20.64603656702751,20.78744741922661,20.40092358408536,20.51405334472656,912900,0.0,0,-0.010008920279797273,1.127461102527388
2005-10-13,20.45749311182384,20.551765831805444,20.17466955746841,20.4669189453125,531300,0.0,0,-0.0022976638805599636,1.1248705758753745
2005-10-14,20.59889872235651,21.117405742209545,20.59889872235651,20.994850158691406,887800,0.0,0,0.02579436674320812,1.1538859000481476
2005-10-17,20.88171883528849,20.94771043669025,20.59889717267055,20.81572723388672,464000,0.0,0,-0.008531755332892188,1.1440412278668628
2005-10-18,20.79687228612974,21.023129979215845,20.12752683551705,20.259510040283203,1815500,0.0,0,-0.02672100702290281,1.113471294182542
2005-10-19,20.14638738417811,20.36321750556817,19.656161354667447,20.15581321716309,1466000,0.0,0,-0.005118426996207015,1.1077720726508964
2005-10-20,20.12752992398418,20.25008551891024,19.65615920819128,19.816425323486328,640900,0.0,0,-0.016838213870118857,1.0891191695722557
2005-10-21,19.816426675003463,21.13626440961165,19.806999044268235,20.70260238647461,917000,0.0,0,0.044719319883490316,1.1378238381075987
2005-10-24,20.749736763133285,21.079696586257832,20.6931727871548,21.03255844116211,508800,0.0,0,0.01593790232396408,1.1559583633012356
