Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,cum_return
1999-12-31,30.099442943449944,31.086309925202404,30.037763757090417,30.59287643432617,591800,0.0,0.0,,
2000-01-03,30.7573401437232,30.88069845980765,28.94808484115125,29.667675018310547,3655600,0.0,0.0,-0.03024238070590568,0.9697576192940943
2000-01-04,29.441533321185705,30.099444680318346,28.14627033289332,28.16683006286621,2533200,0.0,0.0,-0.0505885599231497,0.920698977859504
2000-01-05,28.166818042453247,29.030326332805828,27.36498891569728,28.578012466430664,3228000,0.0,0.0,0.014598107158197315,0.9341394401987398
2000-01-06,28.578026534537592,28.82474331037533,27.385562117988545,27.79675674438477,2601000,0.0,0.0,-0.027337650683846637,0.9086022624925827
2000-01-07,27.6322652912826,29.11256521760131,27.17995142490744,28.578012466430664,1890600,0.0,0.0,0.028106002769683336,0.9341394401987397
2000-01-10,29.60600938172154,31.16854876575685,29.35929263687386,31.065750122070312,2570000,0.0,0.0,0.08705075829055242,1.0154569868171521
2000-01-11,30.75734352127612,30.92182129411717,29.688237997809303,29.79103660583496,1926200,0.0,0.0,-0.04103276152117585,0.9737899824420722
2000-01-12,29.708801182833582,31.415258274996344,29.27704697879241,30.7573471069336,2842400,0.0,0.0,0.032436283231224605,1.0053761101202925
2000-01-13,31.4974950629024,31.4974950629024,30.510628376858463,30.860143661499023,1685000,0.0,0.0,0.0033421788364267346,1.0087362568781855
2000-01-14,31.497498452295943,33.53291121128896,31.45637900261932,33.34787368774414,4688800,0.0,0.0,0.0806130409998318,1.0900535541119234
2000-01-18,33.06004529071943,33.471239883887584,32.258215834041536,32.40213394165039,1968800,0.0,0.0,-0.028359821527131568,1.0591398298622938
2000-01-19,32.73109089116292,33.63571903137094,32.56661304748874,33.36844253540039,1835600,0.0,0.0,0.029822375140172053,1.0907258951943453
2000-01-20,33.96466489320727,34.21138158734679,32.56660362641666,32.71052169799805,1991000,0.0,0.0,-0.019716857827702272,1.069220207789805
2000-01-21,32.85445309302168,32.87501282587088,31.78534698486328,31.78534698486328,1788600,0.0,0.0,-0.028283703992143527,1.03897869993026
2000-01-24,33.06003513953016,33.38899071305782,32.114287865638126,32.42268371582031,2860200,0.0,0.0,0.02005127492427694,1.0598115474830294
2000-01-25,32.42267785753523,34.62256785801479,32.237640380859375,34.54032897949219,2408200,0.0,0.0,0.06531369464146453,1.129031755272834
2000-01-26,34.21137806353718,34.293616953112995,32.443241937657255,33.45066833496094,2682800,0.0,0.0,-0.03154748888402947,1.093413638523648
2000-01-27,33.53292628271517,33.913281363175145,30.921840054692584,31.600311279296875,2682800,0.0,0.0,-0.05531599659341224,1.0329303734198834
2000-01-28,31.250786306970404,32.27877269864706,30.592875016297345,31.415264129638672,2835800,0.0,0.0,-0.005855864773694153,1.0268816728324952
2000-01-31,30.92182489894928,31.456377723000266,28.29018022669828,30.7573471069336,3702000,0.0,0.0,-0.020942590837056185,1.0053761101202925
2000-02-01,30.59287367061693,32.46380882117213,29.64712623187474,32.23765182495117,2826200,0.0,0.0,0.04812849147460674,1.0537633456649902
2000-02-02,32.19653451845243,32.381572073156185,31.271346744933684,31.6619815826416,2537200,0.0,0.0,-0.017857077352762207,1.0349462120899449
2000-02-03,32.23766058162031,35.40385938874373,32.07318272151,34.78706741333008,4145200,0.0,0.0,0.09870152386172126,1.1370969803381386
2000-02-04,34.86929848162048,37.007510180965134,34.129148278001175,36.67855453491211,3716200,0.0,0.0,0.05437328473561509,1.1989246782220724
2000-02-07,36.5963187738627,39.39244200602299,35.91784769547086,39.14572525024414,2656400,0.0,0.0,0.06726466586854407,1.2795699461042318
2000-02-08,39.43355534538984,39.59803315704944,37.5009410583895,37.747657775878906,2789800,0.0,0.0,-0.03571443536753771,1.2338708279658486
2000-02-09,37.72708997927377,38.48779969547711,36.92526081895133,38.05604553222656,2779600,0.0,0.0,0.008169718984384788,1.2439512058933597
