Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,cum_return
2017-06-26,158.77999877929688,159.97000122070312,156.55999755859375,157.5,6016000,0,0,,
2017-06-27,156.6199951171875,156.97999572753906,150.72000122070312,151.02999877929688,7424300,0,0,-0.04107937282986107,0.9589206271701389
2017-06-28,151.63999938964844,154.1999969482422,150.1199951171875,153.41000366210938,5589900,0,0,0.015758491041838907,0.9740317692832341
2017-06-29,152.82000732421875,152.82000732421875,148.0,150.08999633789062,7142500,0,0,-0.021641400462587668,0.9529523577008928
2017-06-30,149.75999450683594,150.7100067138672,148.4199981689453,149.41000366210938,5213300,0,0,-0.004530566276052195,0.9486349438864087
2017-07-03,149.8000030517578,150.4499969482422,145.8000030517578,146.1699981689453,3908200,0,0,-0.021685331729803914,0.928063480437748
2017-07-05,146.5800018310547,148.25999450683594,145.5800018310547,147.61000061035156,4627800,0,0,0.00985155955014716,0.9372063530815973
2017-07-06,146.1300048828125,147.27000427246094,144.25,146.25,5486500,0,0,-0.009213472019023783,0.9285714285714286
2017-07-07,146.64999389648438,150.75,146.64999389648438,150.17999267578125,5561300,0,0,0.026871744791666652,0.9535237630208333
2017-07-10,150.33999633789062,153.22999572753906,149.64999389648438,152.6699981689453,5360600,0,0,0.016580141261157477,0.9693333217075891
2017-07-11,152.3699951171875,155.22999572753906,151.5500030517578,154.3300018310547,4898600,0,0,0.010873149158437734,0.9798730274987596
2017-07-12,155.77000427246094,158.8000030517578,155.77000427246094,158.75,8481800,0,0,0.028639915223897194,1.0079365079365075
2017-07-13,158.50999450683594,160.1300048828125,156.97999572753906,158.2100067138672,6700100,0,0,-0.00340153251107278,1.0045079791356644
2017-07-14,159.3000030517578,161.35000610351562,157.97000122070312,161.1199951171875,5549200,0,0,0.018393200681567468,1.0229840959821423
2017-07-17,162.91000366210938,163.5500030517578,160.02000427246094,161.6999969482422,17496700,0,0,0.0035998128639020965,1.0266666472904262
2017-07-18,176.1199951171875,185.0,174.24000549316406,183.6000061035156,41587400,0,0,0.13543605175381224,1.1657143244667654
2017-07-19,182.97000122070312,187.1699981689453,181.75,183.8600006103516,17344300,0,0,0.0014160920380874575,1.1673650832403273
2017-07-20,183.83999633789065,185.9199981689453,182.6999969482422,183.6000061035156,7907200,0,0,-0.0014140895571244094,1.1657143244667654
2017-07-21,182.72000122070312,191.5,182.7100067138672,188.5399932861328,9277400,0,0,0.026906247376876413,1.1970793224516365
2017-07-24,188.69000244140625,190.25,187.00999450683597,187.91000366210935,8797300,0,0,-0.0033414110876061054,1.1930793883308526
2017-07-25,187.7899932861328,188.66000366210935,185.80999755859372,186.97000122070312,5374500,0,0,-0.005002407658383556,1.1871111188616068
2017-07-26,187.6999969482422,189.6999969482422,187.50999450683597,189.0800018310547,4479300,0,0,0.011285236115824215,1.2005079481336802
2017-07-27,189.88999938964844,190.0,179.3800048828125,182.67999267578125,11221000,0,0,-0.033848154713854495,1.1598729693700394
2017-07-28,182.0,185.02999877929688,181.17999267578125,184.0399932861328,6201900,0,0,0.007444715704391758,1.168507893880208
2017-07-31,184.25999450683597,184.97000122070312,180.6499938964844,181.66000366210935,4883600,0,0,-0.01293191540342653,1.153396848648313
2017-08-01,182.4900054931641,184.6199951171875,181.42999267578125,182.02999877929688,5112700,0,0,0.0020367450717204694,1.1557460239955355
2017-08-02,182.22000122070312,182.57000732421875,177.80999755859375,180.7400054931641,5771300,0,0,-0.007086707107529233,1.1475555904327877
2017-08-03,180.52999877929688,181.22000122070312,178.02000427246094,179.22999572753906,4627700,0,0,-0.00835459621407475,1.1379682268415177
2017-08-04,179.60000610351562,181.0,178.5,180.2700042724609,4491100,0,0,0.005802647825215779,1.1445714556981643
2017-08-07,181.0,182.2700042724609,179.10000610351562,181.3300018310547,4609800,0,0,0.005880055103297588,1.151301598927331
