Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-06-26,34.54578641760988,34.634511878178216,34.28404055501236,34.386077880859375,2683200,0.0,0.0
2017-06-27,34.49255168922375,34.65669752667244,34.394951644506136,34.50142288208008,2693400,0.0,0.0
2017-06-28,34.73655196624189,34.98498598331596,34.64338582517948,34.74098587036133,2828400,0.0,0.0
2017-06-29,34.97611554241556,35.06484440519294,34.25299308024508,34.42601013183594,3345800,0.0,0.0
2017-06-30,34.56797332709855,34.7099361245229,34.350593533936916,34.46150207519531,3041800,0.0,0.0
2017-07-03,34.65225419749824,35.19348825319814,34.550216881809305,34.78977966308594,1875600,0.0,0.0
2017-07-05,34.789783300184425,34.92287487636074,34.65669510866749,34.736549377441406,2282800,0.0,0.0
2017-07-06,34.74985178867988,34.77646874540244,34.372763568255486,34.39494323730469,3788000,0.0,0.0
2017-07-07,34.4881222164293,34.75430206301769,34.43488827790786,34.59459686279297,2864200,0.0,0.0
2017-07-10,34.52360958999372,34.64338932184141,34.41270105193994,34.44819259643555,2528000,0.0,0.0
2017-07-11,34.514743016706646,34.559105760935026,34.27518013628087,34.44375991821289,1992000,0.0,0.0
2017-07-12,34.408263762713,34.576846906737124,34.35059254140263,34.44819259643555,1989000,0.0,0.0
2017-07-13,34.44819256677803,34.61677232599705,34.399392539303584,34.55910110473633,1631600,0.0,0.0
2017-07-14,34.43044200015961,34.70993025841861,34.24855039859934,34.5457878112793,2327000,0.0,0.0
2017-07-17,34.51916685808522,34.665566917551516,34.35945831769643,34.492549896240234,2332000,0.0,0.0
2017-07-18,34.32840467019613,34.59902173590415,34.25298768720458,34.5457878112793,1580000,0.0,0.0
2017-07-19,34.59014470125317,34.6522531925987,34.44818195179784,34.55465316772461,1900800,0.0,0.0
2017-07-20,34.48368513731102,34.745427670044,34.38608507945802,34.46150207519531,2587200,0.0,0.0
2017-07-21,34.399388356987565,34.51029688146148,34.30178831390499,34.412696838378906,2654400,0.0,0.0
2017-07-24,34.417133533209736,34.48367932367778,34.386079282279255,34.434879302978516,2119400,0.0,0.0
2017-07-25,34.68331849402073,34.767610066855354,34.53248112077246,34.63008117675781,2209800,0.0,0.0
2017-07-26,34.599015676583775,34.692178413021196,34.21305625200857,34.31509017944336,3396200,0.0,0.0
2017-07-27,34.3150962318081,34.3284047129809,33.99124524107159,34.21306228637695,5014400,0.0,0.0
2017-07-28,34.36833221886381,35.41974280697695,34.36833221886381,35.21567153930664,5300000,0.0,0.0
2017-07-31,35.30440478775429,35.450804862599576,35.158004712909,35.37982177734375,5907800,0.0,0.0
2017-08-01,35.53065047779984,35.90774213904295,35.32214531132262,35.88555908203125,3710000,0.0,0.0
2017-08-02,35.78352734573464,36.040832545749446,35.716981555262386,36.00534439086914,2521400,0.0,0.0
2017-08-03,35.96985486352017,36.13399731991992,35.850071757037426,35.92105484008789,2531200,0.0,0.0
2017-08-04,36.06301560412669,36.08076137389659,35.81901550061494,36.00534439086914,2283800,0.0,0.0
2017-08-07,35.99646738722605,36.17835897661206,35.89443344875134,35.978721618652344,2554200,0.0,0.0
2017-08-08,35.96985282516279,36.19166987013593,35.947669766801674,36.04083251953125,2385000,0.0,0.0
2017-08-09,35.98315848382049,36.28926706496351,35.8145787613416,36.27595520019531,3084600,0.0,0.0
2017-08-10,36.045266407658694,36.17835797595065,35.85006634340628,35.8545036315918,3332800,0.0,0.0
2017-08-11,35.78796045709583,36.036397843712855,35.78796045709583,35.82345199584961,2744400,0.0,0.0
2017-08-14,35.929927006396824,36.16061864790005,35.85451001710759,36.04527282714844,2360800,0.0,0.0
2017-08-15,36.16061402296175,36.32919375122218,35.97872242947659,36.049705505371094,2276800,0.0,0.0
2017-08-16,36.156174919682265,36.240466471911105,35.82788667179708,35.8545036315918,2546400,0.0,0.0
2017-08-17,35.82788974146902,35.934360974429346,35.402001424968255,35.41530990600586,2993000,0.0,0.0
2017-08-18,35.36207899048026,35.60607913581527,35.22899077138305,35.41975021362305,2794600,0.0,0.0
2017-08-21,35.46435624266982,35.73197741056806,35.308244178311504,35.55356216430664,3461000,0.215,0.0
2017-08-22,35.63829592627673,35.789946613037635,35.58030903770287,35.758724212646484,2299000,0.0,0.0
2017-08-23,35.51786765511335,35.80779191692535,35.51786765511335,35.70966339111328,1799600,0.0,0.0
2017-08-24,35.82563489543352,35.963905057222014,35.673984189341205,35.85685729980469,2787400,0.0,0.0
2017-08-25,35.9505287565492,36.17354692923622,35.93714821066594,36.088802337646484,2742000,0.0,0.0
2017-08-28,36.066487340321224,36.19137693162211,35.96389751718913,36.03972625732422,4063800,0.0,0.0
2017-08-29,35.8390194221244,36.463470981922974,35.68290738292157,36.44562911987305,4450400,0.0,0.0
2017-08-30,36.43670672169167,36.740011544189656,36.22260779869847,36.60173797607422,4131200,0.0,0.0
2017-08-31,36.67311584657528,36.88721142746258,36.601748384287575,36.820308685302734,7708800,0.0,0.0
2017-09-01,36.82029788786925,37.194966746045544,36.78015285135784,36.976409912109375,3141200,0.0,0.0
2017-09-05,36.88275079136566,37.074546578374466,36.28952156608405,36.36088562011719,4619200,0.0,0.0
2017-09-06,36.445623891038906,36.65972280193416,36.38764039993592,36.43224334716797,3171800,0.0,0.0
2017-09-07,36.54375923953544,36.548220555987605,35.71859265122873,35.92823028564453,3458200,0.0,0.0
2017-09-08,35.63830257173428,36.30735705029129,35.57139644328117,36.209228515625,3525000,0.0,0.0
2017-09-11,36.6597325457439,36.81584460404254,36.463475442175536,36.78462219238281,2878400,0.0,0.0
2017-09-12,36.84706440433365,36.93181240268434,36.56606271931083,36.682029724121094,2527600,0.0,0.0
2017-09-13,36.601734627109536,36.66417943164674,36.53037059463272,36.59281539916992,2064800,0.0,0.0
2017-09-14,36.57943955957942,36.632961740072886,36.302895816077296,36.62404251098633,2747000,0.0,0.0
2017-09-15,36.54375710262938,36.967490260147855,36.481312287900074,36.9362678527832,4877200,0.0,0.0
2017-09-18,36.97195074512219,37.13698541061767,36.89166407041995,37.087921142578125,2653800,0.0,0.0
2017-09-19,37.07453541879212,37.377840213859216,37.05669355990739,37.30647277832031,2691400,0.0,0.0
2017-09-20,37.37784759725414,37.57410127777965,37.293099601557735,37.43136978149414,3048200,0.0,0.0
2017-09-21,37.43583712944281,37.44029844651071,37.16375463909432,37.302024841308594,3385200,0.0,0.0
2017-09-22,37.24849659152054,37.48935662920353,37.20835155041307,37.44029235839844,2281400,0.0,0.0
2017-09-25,37.39121971794816,37.69452450458459,37.230646395435556,37.58301544189453,2758200,0.0,0.0
2017-09-26,37.08346373768634,37.400149153805195,37.052241327730606,37.261878967285156,2929000,0.0,0.0
2017-09-27,37.36891555786133,37.46258275969024,37.04331100907315,37.36891555786133,4127400,0.0,0.0
2017-09-28,37.35107980045461,37.355541116409356,36.35642073072921,36.70878982543945,6290000,0.0,0.0
2017-09-29,36.699874344324414,36.699874344324414,36.17355125768489,36.30290222167969,3329800,0.0,0.0
2017-10-02,36.36088133447259,36.63296377706719,36.31182046728788,36.56159973144531,6282200,0.0,0.0
2017-10-03,36.55713862354999,36.708792751215235,36.41886844481568,36.67757034301758,2239000,0.0,0.0
2017-10-04,36.64188625259716,36.79353697576073,36.597283298901246,36.62850570678711,2591000,0.0,0.0
2017-10-05,36.606198896466985,37.02993201901729,36.606198896466985,36.79353332519531,2365800,0.0,0.0
2017-10-06,36.891668779337685,37.00317787493585,36.579444672857846,36.695411682128906,1753800,0.0,0.0
2017-10-09,36.67756337319908,36.89165887358792,36.59727670980661,36.833675384521484,1931400,0.0,0.0
2017-10-10,36.89612824094012,37.29756164550781,36.86490583186193,37.29756164550781,3557200,0.0,0.0
2017-10-11,37.244032054190896,37.449208349364525,37.06115553282638,37.41352462768555,3081200,0.0,0.0
2017-10-12,37.37338622521084,37.5205790376261,37.19050968803055,37.44029235839844,2195000,0.0,0.0
2017-10-13,37.480431069821456,37.770355355670496,37.44920866383692,37.47151184082031,2480200,0.0,0.0
2017-10-16,37.4938109962842,37.69452937686247,37.34216028485736,37.54733657836914,2296800,0.0,0.0
2017-10-17,37.538427305726735,37.62317191277074,37.22173844813011,37.36001205444336,1813600,0.0,0.0
2017-10-18,37.37785391987048,37.47597907523786,37.11469065855523,37.36001205444336,2046800,0.0,0.0
2017-10-19,37.28863637251382,37.685608432538835,37.28863637251382,37.66776657104492,1918400,0.0,0.0
2017-10-20,37.9755415189645,38.02014448153253,37.32432873710509,37.40015411376953,3119800,0.0,0.0
2017-10-23,37.45812865467434,37.62762121764145,37.32431640818303,37.609779357910156,2982000,0.0,0.0
2017-10-24,37.80157919945129,37.810498428791675,37.47597117923901,37.71683120727539,2814200,0.0,0.0
2017-10-25,37.63654210742646,37.707909549502055,37.248492700847976,37.49827194213867,4657200,0.0,0.0
2017-10-26,37.90863464900478,38.22532010106873,37.114690360310966,37.302024841308594,4407400,0.0,0.0
